-1.5708 -1
-1.56765 -1
-1.56451 -1.00002
-1.56136 -1.00004
-1.55822 -1.00008
-1.55507 -1.00012
-1.55193 -1.00018
-1.54878 -1.00024
-1.54564 -1.00032
-1.54249 -1.0004
-1.53935 -1.00049
-1.5362 -1.0006
-1.53306 -1.00071
-1.52991 -1.00084
-1.52677 -1.00097
-1.52363 -1.00111
-1.52048 -1.00127
-1.51734 -1.00143
-1.51419 -1.0016
-1.51105 -1.00179
-1.5079 -1.00198
-1.50476 -1.00218
-1.50161 -1.0024
-1.49847 -1.00262
-1.49532 -1.00285
-1.49218 -1.0031
-1.48903 -1.00335
-1.48589 -1.00362
-1.48274 -1.00389
-1.4796 -1.00417
-1.47645 -1.00447
-1.47331 -1.00477
-1.47016 -1.00508
-1.46702 -1.00541
-1.46388 -1.00574
-1.46073 -1.00609
-1.45759 -1.00644
-1.45444 -1.00681
-1.4513 -1.00718
-1.44815 -1.00757
-1.44501 -1.00796
-1.44186 -1.00837
-1.43872 -1.00879
-1.43557 -1.00921
-1.43243 -1.00965
-1.42928 -1.0101
-1.42614 -1.01055
-1.42299 -1.01102
-1.41985 -1.0115
-1.4167 -1.01199
-1.41356 -1.01249
-1.41041 -1.013
-1.40727 -1.01352
-1.40413 -1.01405
-1.40098 -1.01459
-1.39784 -1.01515
-1.39469 -1.01571
-1.39155 -1.01628
-1.3884 -1.01687
-1.38526 -1.01746
-1.38211 -1.01807
-1.37897 -1.01869
-1.37582 -1.01931
-1.37268 -1.01995
-1.36953 -1.0206
-1.36639 -1.02126
-1.36324 -1.02193
-1.3601 -1.02261
-1.35695 -1.02331
-1.35381 -1.02401
-1.35066 -1.02473
-1.34752 -1.02545
-1.34438 -1.02619
-1.34123 -1.02694
-1.33809 -1.0277
-1.33494 -1.02847
-1.3318 -1.02926
-1.32865 -1.03005
-1.32551 -1.03086
-1.32236 -1.03167
-1.31922 -1.0325
-1.31607 -1.03334
-1.31293 -1.03419
-1.30978 -1.03506
-1.30664 -1.03593
-1.30349 -1.03682
-1.30035 -1.03772
-1.2972 -1.03863
-1.29406 -1.03955
-1.29091 -1.04049
-1.28777 -1.04143
-1.28463 -1.04239
-1.28148 -1.04336
-1.27834 -1.04435
-1.27519 -1.04534
-1.27205 -1.04635
-1.2689 -1.04737
-1.26576 -1.0484
-1.26261 -1.04944
-1.25947 -1.0505
-1.25632 -1.05157
-1.25318 -1.05265
-1.25003 -1.05375
-1.24689 -1.05485
-1.24374 -1.05597
-1.2406 -1.05711
-1.23745 -1.05825
-1.23431 -1.05941
-1.23116 -1.06058
-1.22802 -1.06177
-1.22488 -1.06297
-1.22173 -1.06418
-1.21859 -1.0654
-1.21544 -1.06664
-1.2123 -1.06789
-1.20915 -1.06916
-1.20601 -1.07044
-1.20286 -1.07173
-1.19972 -1.07303
-1.19657 -1.07435
-1.19343 -1.07569
-1.19028 -1.07704
-1.18714 -1.0784
-1.18399 -1.07977
-1.18085 -1.08116
